time unit: us, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
14400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
16000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
16800, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
17600, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
18400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
19200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20800, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
21600, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
22400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
23200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24800, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25600, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
26400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
28000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
28800, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
29600, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
31200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
32800, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
33600, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
34400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
36800, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
37600, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
38400, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
39200, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40000, 80, 0, 1, 0, 1, 0, 0, 0, 0, 95, 0, 1, 0, 1, 1, 1, 1, 1, 608, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4095, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
